City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
416,Turinsk,RU,55.47,overcast clouds,58.0458,63.696,hotel Arthur
417,Pietarsaari,FI,46.99,clear sky,63.65,22.6833,Jakobstad City Hotel Pietarsaari
419,Kamskiye Polyany,RU,58.01,overcast clouds,55.4307,51.4171,
421,Teguldet,RU,39.4,overcast clouds,57.3064,88.1667,
422,Muravlenko,RU,41.86,overcast clouds,63.7898,74.523,Hostel Rus Muravlenko
423,Nemuro,JP,45.03,scattered clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
424,Marzuq,YE,76.28,scattered clouds,14.4,46.4667,
425,Minas,UY,49.48,overcast clouds,-34.3759,-55.2377,Hotel Minas
427,Talnakh,RU,33.21,scattered clouds,69.4865,88.3972,Talnakh Hotel
429,Prince Rupert,CA,55.09,light rain,54.3161,-130.3201,Crest Hotel
430,Beloha,MG,65.55,clear sky,-25.1667,45.05,
432,Huacho,PE,64.17,overcast clouds,-11.1067,-77.605,Hotel Restaurant Turístico Casablanca
433,Gediz,TR,59.54,clear sky,39.0417,29.41,Bilginler Kız Öğrenci Yurdu
434,Panzhihua,CN,71.85,overcast clouds,26.5851,101.7128,Electric Power Hotel
437,Barabash,RU,51.69,overcast clouds,43.2,131.4833,
438,Aklavik,CA,45.41,scattered clouds,68.2191,-135.0107,Aklavik Inn
440,Knysna,ZA,58.93,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
441,Matara,LK,79.11,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
443,Bardiyah,LY,71.1,clear sky,31.7561,25.0865,بورتو بردية
444,Magaria,NE,79.65,overcast clouds,12.9983,8.9099,Chez Honorable Chapiou
446,Sholokhove,UA,60.71,overcast clouds,47.6945,34.0312,"Hlempinh ""Za Nebokrayem"""
447,Dzerzhinskoye,RU,49.93,overcast clouds,56.8344,95.2283,Kolos
448,Morshyn,UA,51.31,clear sky,49.1565,23.8723,Resort Kiev Plus
449,Fairbanks,US,72.61,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
450,Carauari,BR,72.14,broken clouds,-4.8828,-66.8958,Hotel Fellip
451,Vanavara,RU,56.57,broken clouds,60.34,102.2797,
454,Sioux Lookout,CA,50.07,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
456,Chake Chake,TZ,74.16,light rain,-5.2459,39.7666,Hotel Archipelago
457,Fonte Boa,BR,71.96,few clouds,-2.4959,-66.2662,
458,Nara,JP,72.77,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
459,Yazd,IR,77.11,clear sky,31.8972,54.3675,Mozaffar Traditional Hotel
461,Imeni Vorovskogo,RU,55.29,few clouds,55.7233,38.3414,Snt Yubileynyy
462,Jaciara,BR,69.17,few clouds,-15.9653,-54.9683,Taba Hotel
463,Terney,RU,52.34,broken clouds,45.0503,136.6092,"Hotel ""Ternay"""
464,Ormond Beach,US,79.09,scattered clouds,29.2858,-81.0559,Makai Beach Lodge
465,Ikongo,MG,61.63,broken clouds,-21.8833,47.4333,
466,Darhan,MN,65.12,overcast clouds,49.4867,105.9228,Buudai Hotel
468,Bonavista,CA,42.76,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
469,Gusau,NG,79.05,overcast clouds,12.1628,6.6614,GUEST INN
470,Fort Nelson,CA,56.79,light rain,58.8053,-122.7002,The Fort Nelson Hotel
471,Yate,GB,54.23,overcast clouds,51.5407,-2.4184,The Moda House
472,Vila Velha,BR,61.95,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
473,Bristol,US,60.42,scattered clouds,41.8334,-71.1662,
474,Dudinka,RU,33.62,clear sky,69.4058,86.1778,Hotel Viktoria
475,Olafsvik,IS,41.61,broken clouds,64.8945,-23.7142,Hotel Olafsvik
476,Innisfail,AU,78.44,light rain,-17.5333,146.0333,Moondarra Motel
477,Puerto Rico,AR,60.82,overcast clouds,-26.796,-55.024,Hotel Cabañas del Prado
479,Sao Carlos,BR,60.39,clear sky,-22.0175,-47.8908,Central Park Hotel - São Carlos
480,Flin Flon,CA,49.19,few clouds,54.7682,-101.865,Victoria Inn Flin Flon
481,Imbituba,BR,62.1,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
482,San Cristobal,VE,68.18,overcast clouds,7.7669,-72.225,Pirineos
483,Totness,SR,76.28,moderate rain,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
484,Yeppoon,AU,73.18,overcast clouds,-23.1333,150.7333,Villa Mar Colina
485,Coahuayana,MX,76.15,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
487,Verkhniy Uslon,RU,59.22,overcast clouds,55.7701,48.9823,"Admiral"""
488,Nouadhibou,MR,67.98,broken clouds,20.931,-17.0347,El Medina
489,Moosomin,CA,46.42,overcast clouds,50.1333,-101.6677,Motel 6
492,Sosnovka,RU,58.05,overcast clouds,56.255,51.2842,
493,Ambanja,MG,67.93,clear sky,-13.6833,48.45,Hotel Salama and Fast Food
495,Tiznit,MA,66.18,overcast clouds,29.5833,-9.5,
496,Termiz,UZ,77.09,clear sky,37.2242,67.2783,Hotel Ulugbek
497,Haines Junction,CA,67.95,broken clouds,60.7522,-137.5108,Parkside Inn
498,Bartica,GY,73.72,heavy intensity rain,6.4,-58.6167,Sloth Island Nature Resort
499,Terra Santa,BR,73.4,overcast clouds,-2.1042,-56.4869,Hotel Sarah
500,Russell,US,76.6,clear sky,32.3502,-85.1999,Macs
502,Praia,CV,72.14,few clouds,14.9215,-23.5087,LT Aparthotel
503,Hobyo,SO,78.06,broken clouds,5.3505,48.5268,Iftin hotel hobyo
504,Boende,CD,70.61,overcast clouds,-0.2167,20.8667,
508,Kurilsk,RU,46.09,broken clouds,45.2333,147.8833,Hotel Ostrov
509,Turukhansk,RU,43.45,broken clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
511,Presidencia Roque Saenz Pena,AR,63.9,light rain,-26.7852,-60.4388,Hotel Gualok
513,Carupano,VE,76.28,clear sky,10.6678,-63.2585,Hotel La dorada
514,Mocuba,MZ,61.52,broken clouds,-16.8392,36.9856,Phama Lodge
517,Talcahuano,CL,51.48,overcast clouds,-36.7167,-73.1167,departamento comodo
518,Neyshabur,IR,72.32,clear sky,36.2133,58.7958,Amiran Hotel & Commercial Complex
519,Bay Roberts,CA,48.06,overcast clouds,47.5999,-53.2648,Stonewall Inn
521,Nybro,SE,49.05,overcast clouds,56.7446,15.9071,Stora Hotellet I Nybro
522,Mapiripan,CO,72.39,overcast clouds,2.8892,-72.1256,Monserrate
523,Jiguani,CU,78.58,overcast clouds,20.3667,-76.4272,
525,San Luis,AR,47.1,clear sky,-33.295,-66.3356,Huarpes Hotel
526,Morehead,US,70.0,clear sky,37.2711,-87.1764,CCI Express Inn
527,Faro,PT,68.18,clear sky,37.0194,-7.9322,Hotel Faro & Beach Club
528,Lagunas,PE,72.5,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
530,Astana,KZ,60.75,clear sky,51.1801,71.446,King Hotel Astana
531,Cheney,US,62.76,shower rain,47.4874,-117.5758,"Holiday Inn Express & Suites Cheney, an IHG Hotel"
533,Vestmannaeyjar,IS,48.33,overcast clouds,63.4427,-20.2734,Glamping & Camping
534,Hamilton,US,72.05,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
535,Tambura,SS,66.38,light rain,5.6,27.4667,Rikito Lodge
536,Plaster Rock,CA,52.32,overcast clouds,46.9065,-67.39,Settler's Inn and Motel
537,Shablykino,RU,50.41,clear sky,52.8566,35.1964,
538,Mahajanga,MG,71.62,broken clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
539,Manaus,BR,73.89,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
541,Sao Filipe,CV,75.45,clear sky,14.8961,-24.4956,Hotel Xaguate
543,La Palma,US,75.47,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
545,Dunedin,NZ,54.63,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
547,Te Anau,NZ,53.15,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
548,Mandan,US,58.98,light rain,46.8267,-100.8896,Twin City Estates
550,Adamas,GR,72.57,clear sky,36.7333,24.4333,Aphrodite of Milos
551,Salinopolis,BR,77.86,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
553,Palana,RU,46.74,overcast clouds,59.1167,159.9667,Chikago
555,San Joaquin,US,79.05,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
556,Rocha,UY,48.38,broken clouds,-34.4833,-54.3333,Hotel Arrarte
558,Bahia Honda,CU,77.59,overcast clouds,22.9036,-83.1592,Casa Gualberto - Deysi
559,Kloulklubed,PW,75.7,heavy intensity rain,7.0419,134.2556,Storyboard Beach Resort
560,Mazagao,BR,72.88,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
561,Sistranda,NO,42.76,scattered clouds,63.7256,8.834,Hotell Frøya
562,Raahe,FI,48.29,clear sky,64.6833,24.4833,Hotelli Raahen Hovi
563,Sungurlu,TR,64.18,scattered clouds,40.1675,34.3739,Sungurlu Ogretmenevi
565,Careiro Da Varzea,BR,74.01,overcast clouds,-3.2003,-59.8119,POUSADA DA ALDENORA
567,Snezhnogorsk,RU,44.38,moderate rain,69.1933,33.2531,Severnoye Siyaniye
568,Kitimat,CA,57.58,light rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
569,Puerto Madryn,AR,55.36,overcast clouds,-42.7692,-65.0385,Hotel Tolosa
571,Grindavik,IS,44.55,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
573,Omboue,GA,72.36,overcast clouds,-1.5746,9.2618,Hotel Olako
574,Holstebro,DK,55.81,overcast clouds,56.3601,8.6161,Best Western Hotel Royal Holstebro
575,Yelabuga,RU,58.55,overcast clouds,55.7613,52.0649,"Мини-отель ""Blackberry"""
579,Palmares Do Sul,BR,62.29,light rain,-30.2578,-50.5097,Hotel Campos Dourados.
580,Brigantine,US,64.0,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
581,Kamsack,CA,42.08,few clouds,51.5667,-101.9009,Liquor Store Kamsack & Woodlander Hotel
582,Amudat,UG,64.67,overcast clouds,1.95,34.95,Silent Night Hotel
583,Micheweni,TZ,74.79,light rain,-4.9667,39.8333,
584,Huambo,AO,45.09,scattered clouds,-12.7761,15.7392,SiSHotel
585,Progreso,MX,79.11,broken clouds,21.2833,-89.6667,Playa Linda Hotel
586,Naze,JP,72.52,light rain,28.3667,129.4833,Shishime Hotel
588,Whitefish,US,56.41,clear sky,48.4111,-114.3376,Best Western Rocky Mountain Lodge
591,Kholtoson,RU,70.66,overcast clouds,50.2981,103.3097,
592,Kalininsk,RU,56.8,overcast clouds,51.5,44.4758,Guest House on Chekhova
593,Almaznyy,RU,60.87,scattered clouds,48.0448,40.045,
594,Svetlaya,RU,52.47,scattered clouds,46.5389,138.3297,
595,Bom Jesus,BR,68.79,clear sky,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
597,Goderich,CA,57.52,light rain,43.7501,-81.7165,Harmony Inn
600,Parsabad,IR,70.12,clear sky,39.6482,47.9174,Peacock Hotel Magi
602,Rio Grande,BR,59.95,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
603,Pozoblanco,ES,58.03,scattered clouds,38.3791,-4.8483,Hotel Nomada
604,Miastko,PL,54.73,overcast clouds,54.0028,16.9826,Agro-Vita. Gospodarstwo agroturystyczne. Kapłan L.
606,Neuquen,AR,53.49,clear sky,-38.9516,-68.0591,Hotel del Comahue
607,Kipini,KE,75.49,light rain,-2.5257,40.5262,Delta Sea Mall
608,Azovo,RU,56.95,few clouds,54.6997,73.0237,Osten Hof
609,Nuevo Progreso,MX,79.54,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
612,Avera,US,72.91,broken clouds,33.194,-82.5271,
613,Hinton,CA,49.98,overcast clouds,53.4001,-117.5857,Econo Lodge & Suites
614,Morondava,MG,67.93,clear sky,-20.2833,44.2833,La Case Bambou
615,Maldonado,UY,49.39,broken clouds,-34.6667,-54.9167,La Cimarrona
616,Panjakent,TJ,76.28,clear sky,39.4952,67.6093,Salom Hostel
619,Troyes,FR,59.05,clear sky,48.3333,4.0833,Logis Hôtel des Sources
620,Mezen,RU,58.21,scattered clouds,65.8522,44.24,Gostevoy Dom Everest
621,Port Macquarie,AU,69.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
622,Corrente,BR,71.83,overcast clouds,-3.7367,-43.3394,Chapadinhense Hotel
624,Amapa,BR,70.47,overcast clouds,1.0,-52.0,
625,Coos Bay,US,61.0,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
627,Lamu,KE,75.42,overcast clouds,-2.2717,40.902,Lamu House
629,Chinsali,ZM,53.96,scattered clouds,-10.5414,32.0816,Chisakatu Guest House
632,South River,US,68.27,few clouds,40.4465,-74.386,"Holiday Inn Express & Suites Tower Center New Brunswick, an IHG Hotel"
634,Tutoia,BR,75.24,overcast clouds,-2.7619,-42.2744,Pousada Guará's
635,Shigony,RU,57.06,moderate rain,53.3875,48.6777,Baza Otdykha Zarya
636,Mastic Beach,US,62.8,clear sky,40.7668,-72.8521,Brushwood House by Smith Point Beach
637,Kijang,KR,74.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
638,Selkirk,CA,55.47,few clouds,50.1436,-96.8845,Canalta Hotel Selkirk
639,Necochea,AR,46.71,few clouds,-38.5473,-58.7368,dyd -mar Hotel
640,Pemba,MZ,66.9,few clouds,-12.974,40.5178,Guesthouse Samotina
641,Clinton,US,66.22,broken clouds,42.587,-82.9199,River's Edge
642,Solnechnyy,RU,71.26,few clouds,50.7214,136.6319,Hotel complex Pastoral
643,Palmer,US,59.86,few clouds,42.1584,-72.3287,Wedgewood Motel
644,Snasa,NO,41.52,overcast clouds,64.2457,12.3778,Snåsa Hotell AS
645,Vostok,RU,66.25,broken clouds,46.4856,135.8833,
646,Takoradi,GH,76.42,light rain,4.8845,-1.7554,Raybow International Hotel
648,Port-Gentil,GA,75.4,overcast clouds,-0.7193,8.7815,Fengshui Residence
649,Brainerd,US,64.65,clear sky,46.358,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
650,Luba,GQ,76.51,moderate rain,3.4568,8.5547,
651,Luau,AO,51.89,clear sky,-10.7073,22.2247,Casa- Bernardo Cândido
652,Fairview,US,67.62,clear sky,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
655,Severnyy,RU,55.44,clear sky,50.677,36.5532,Full House North Mini-Hotel
656,Belle Fourche,US,63.91,scattered clouds,44.6714,-103.8522,Super 8 by Wyndham Belle Fourche SD
657,Mount Gambier,AU,50.74,overcast clouds,-37.8333,140.7667,The Commodore
658,Deputatskiy,RU,60.93,overcast clouds,69.3,139.9,Baza Otdykha
659,Balakhta,RU,41.72,light rain,55.38,91.6,Bereg
660,Quelimane,MZ,66.15,broken clouds,-17.8786,36.8883,Hotel Flamingo
662,Gayny,RU,58.57,scattered clouds,60.3071,54.3241,
663,Seymchan,RU,60.55,overcast clouds,62.8833,152.4333,
664,Ossora,RU,49.62,overcast clouds,59.2353,163.0719,
666,Charters Towers,AU,79.68,light rain,-20.1,146.2667,Cattleman's Rest Motor Inn
667,Mahon,ES,68.56,clear sky,39.8885,4.2658,ARTIEM Capri
668,Umm Kaddadah,SD,79.12,overcast clouds,13.6017,26.6876,
670,Esso,RU,60.87,light rain,55.9333,158.7,Paramushir Tur
671,Blagoyevo,RU,59.95,broken clouds,63.3667,47.9167,
675,Mamou,GN,68.81,light rain,10.5,-12.0,
676,Iwanai,JP,59.67,overcast clouds,42.9744,140.5089,いわない高原ホテル
678,Sharkan,RU,59.43,overcast clouds,57.2989,53.8712,Rodnichok
679,Tias,ES,65.88,scattered clouds,28.9611,-13.645,Hotel Beatriz Playa & SPA
680,Blacksburg,US,60.78,clear sky,37.2296,-80.4139,Hilton Garden Inn Blacksburg University
681,Mattru,SL,73.8,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
682,Port Hueneme,US,76.78,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
683,Chifeng,CN,51.76,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
684,Mwingi,KE,62.01,broken clouds,-0.9344,38.0601,Thorn Tree by The Address
685,Zhigansk,RU,69.26,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
686,Klaksvik,FO,50.92,overcast clouds,62.2266,-6.589,Airbnb rooms
687,Priargunsk,RU,71.87,clear sky,50.3691,119.1012,24 Chasa
689,Carballo,ES,62.29,overcast clouds,43.213,-8.691,Pazo do Souto
690,Sovetskiy,RU,54.34,clear sky,61.3614,63.5842,Apartment on Kievskaya 29
691,San Juan,AR,50.59,clear sky,-31.5375,-68.5364,Hotel Provincial
693,Erzurum,TR,47.88,clear sky,40.0,41.5,Saksi Koyu Muhtarligi
694,Shamary,RU,56.98,overcast clouds,57.3434,58.2199,
695,Lincoln,US,69.71,scattered clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
696,Eureka,US,60.67,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
697,Sunnyside,US,67.84,scattered clouds,46.3237,-120.0087,Rodeway Inn
